48.417;-0.468;-12.648;-0.064;0.14484;0.98946;20171223-090648.417;218;779
48.457;-0.429;-12.380;-0.064;0.14484;0.98946;20171223-090648.457;232;771
48.497;-0.390;-12.111;-0.063;0.14484;0.98946;20171223-090648.497;245;764
48.537;-0.350;-11.843;-0.063;0.14484;0.98946;20171223-090648.537;259;756
48.577;-0.311;-11.575;-0.063;0.14484;0.98946;20171223-090648.577;272;748
48.617;-0.272;-11.306;-0.063;0.14484;0.98946;20171223-090648.617;286;740
48.657;-0.231;-11.029;-0.063;0.14484;0.98946;20171223-090648.657;300;732
48.697;-0.188;-10.742;-0.062;0.14484;0.98946;20171223-090648.697;314;724
48.737;-0.145;-10.451;-0.062;0.14505;0.98942;20171223-090648.737;329;715
48.777;-0.102;-10.166;-0.062;0.14505;0.98942;20171223-090648.777;344;707
48.817;-0.059;-9.878;-0.061;0.14544;0.98937;20171223-090648.817;359;698
48.857;-0.016;-9.588;-0.061;0.14593;0.98929;20171223-090648.857;374;690
48.897;0.028;-9.295;-0.061;0.14629;0.98924;20171223-090648.897;389;681
48.937;0.071;-9.000;-0.060;0.14668;0.98918;20171223-090648.937;404;672
48.977;0.115;-8.702;-0.060;0.14711;0.98912;20171223-090648.977;420;663
49.017;0.158;-8.401;-0.060;0.14739;0.98908;20171223-090649.017;436;654
49.057;0.202;-8.097;-0.059;0.14724;0.98910;20171223-090649.057;452;645
49.097;0.245;-7.791;-0.059;0.14672;0.98918;20171223-090649.097;469;636
49.137;0.288;-7.481;-0.058;0.14606;0.98928;20171223-090649.137;486;626
49.177;0.332;-7.169;-0.058;0.14511;0.98942;20171223-090649.177;502;617
49.217;0.374;-6.856;-0.058;0.14386;0.98960;20171223-090649.217;520;608
49.257;0.417;-6.542;-0.057;0.14234;0.98982;20171223-090649.257;537;598
49.297;0.459;-6.229;-0.057;0.14084;0.99003;20171223-090649.297;554;589
49.337;0.500;-5.915;-0.056;0.13776;0.99047;20171223-090649.337;572;579
49.377;0.540;-5.600;-0.055;0.13616;0.99069;20171223-090649.377;590;570
49.417;0.581;-5.285;-0.055;0.13450;0.99091;20171223-090649.417;608;561
49.457;0.620;-4.969;-0.054;0.13277;0.99115;20171223-090649.457;626;552
49.497;0.659;-4.653;-0.054;0.13096;0.99139;20171223-090649.497;644;542
49.537;0.698;-4.336;-0.053;0.12914;0.99163;20171223-090649.537;662;533
49.577;0.736;-4.019;-0.052;0.12730;0.99186;20171223-090649.577;680;524
49.617;0.774;-3.702;-0.051;0.12544;0.99210;20171223-090649.617;699;515
49.657;0.812;-3.385;-0.051;0.12359;0.99233;20171223-090649.657;717;506
49.697;0.850;-3.067;-0.050;0.12203;0.99253;20171223-090649.697;735;497
49.737;0.888;-2.749;-0.049;0.12076;0.99268;20171223-090649.737;754;488
49.777;0.925;-2.429;-0.048;0.11978;0.99280;20171223-090649.777;772;480
49.817;0.963;-2.108;-0.047;0.11903;0.99289;20171223-090649.817;791;471
49.857;1.001;-1.786;-0.046;0.11851;0.99295;20171223-090649.857;809;463
49.897;1.039;-1.462;-0.045;0.11822;0.99299;20171223-090649.897;828;454
49.937;1.077;-1.138;-0.044;0.11788;0.99303;20171223-090649.937;846;446
49.977;1.115;-0.812;-0.043;0.11749;0.99307;20171223-090649.977;865;438
50.017;1.153;-0.485;-0.042;0.11705;0.99313;20171223-090650.017;883;430
50.057;1.191;-0.156;-0.041;0.11661;0.99318;20171223-090650.057;901;423
50.097;1.229;0.173;-0.040;0.11620;0.99323;20171223-090650.097;919;415
50.137;1.267;0.505;-0.039;0.11580;0.99327;20171223-090650.137;936;408
50.177;1.305;0.838;-0.038;0.11543;0.99332;20171223-090650.177;954;401
50.217;1.344;1.174;-0.037;0.11510;0.99335;20171223-090650.217;971;394
50.257;1.383;1.513;-0.036;0.11481;0.99339;20171223-090650.257;988;387
50.297;1.422;1.853;-0.035;0.11455;0.99342;20171223-090650.297;1005;381
50.337;1.461;2.196;-0.033;0.11432;0.99344;20171223-090650.337;1022;374
50.377;1.500;2.541;-0.032;0.11410;0.99347;20171223-090650.377;1038;368
50.417;1.540;2.886;-0.031;0.11391;0.99349;20171223-090650.417;1054;362
50.457;1.579;3.233;-0.030;0.11371;0.99351;20171223-090650.457;1070;356
50.497;1.619;3.581;-0.028;0.11357;0.99353;20171223-090650.497;1085;351
50.537;1.659;3.941;-0.027;0.11347;0.99354;20171223-090650.537;1100;345
50.577;1.700;4.314;-0.026;0.11343;0.99355;20171223-090650.577;1116;339
50.617;1.741;4.699;-0.024;0.11292;0.99360;20171223-090650.617;1132;334
50.657;1.783;5.097;-0.023;0.11201;0.99371;20171223-090650.657;1147;329
50.697;1.826;5.507;-0.021;0.11065;0.99386;20171223-090650.697;1163;323
50.737;1.869;5.929;-0.020;0.10889;0.99405;20171223-090650.737;1179;318
50.777;1.912;6.364;-0.019;0.10680;0.99428;20171223-090650.777;1195;313
50.817;1.956;6.811;-0.017;0.10389;0.99459;20171223-090650.817;1210;308
50.857;2.001;7.269;-0.015;0.10210;0.99477;20171223-090650.857;1226;303
50.897;2.045;7.738;-0.014;0.10038;0.99495;20171223-090650.897;1241;298
50.937;2.089;8.209;-0.012;0.09873;0.99511;20171223-090650.937;1256;293
50.977;2.133;8.683;-0.011;0.09714;0.99527;20171223-090650.977;1270;289
51.017;2.176;9.158;-0.009;0.09560;0.99542;20171223-090651.017;1284;285
51.057;2.219;9.634;-0.008;0.09410;0.99556;20171223-090651.057;1298;281
51.097;2.261;10.113;-0.007;0.09264;0.99570;20171223-090651.097;1311;277
51.137;2.303;10.594;-0.005;0.09118;0.99583;20171223-090651.137;1324;273
51.177;2.344;11.076;-0.004;0.08973;0.99597;20171223-090651.177;1336;269
51.217;2.384;11.549;-0.003;0.08829;0.99610;20171223-090651.217;1348;266
