Type: car
Length, m: 4.40
Width, m: 1.57
Height, m: 1.20
Weight, kg: 1300
Frames: 730-870
X, m; Y, m; V, m/s; A, m/s2; J, m/s3; DirX; DirY; Xpxl, m; Ypxl, m; Dxpxl; Dypxl
8.564;15.229;5.349;2.124;NoValue;-0.06782;-0.99770;NoValue;NoValue;NoValue;NoValue
8.548;15.012;5.436;2.005;NoValue;-0.06840;-0.99766;NoValue;NoValue;NoValue;NoValue
8.532;14.789;5.516;1.865;NoValue;-0.06895;-0.99762;NoValue;NoValue;NoValue;NoValue
8.515;14.561;5.590;1.705;NoValue;-0.06996;-0.99755;NoValue;NoValue;NoValue;NoValue
8.498;14.328;5.658;1.559;NoValue;-0.07042;-0.99752;NoValue;NoValue;NoValue;NoValue
8.481;14.095;5.720;1.425;NoValue;-0.07086;-0.99749;NoValue;NoValue;NoValue;NoValue
8.464;13.862;5.776;1.305;NoValue;-0.07128;-0.99746;NoValue;NoValue;NoValue;NoValue
8.447;13.629;5.825;1.191;NoValue;-0.07188;-0.99741;NoValue;NoValue;NoValue;NoValue
8.429;13.395;5.868;1.085;NoValue;-0.07220;-0.99739;NoValue;NoValue;NoValue;NoValue
8.410;13.161;5.906;0.986;NoValue;-0.07246;-0.99737;NoValue;NoValue;NoValue;NoValue
8.390;12.925;5.937;0.893;NoValue;-0.07266;-0.99736;NoValue;NoValue;NoValue;NoValue
8.369;12.689;5.962;0.805;NoValue;-0.07336;-0.99731;NoValue;NoValue;NoValue;NoValue
8.347;12.452;5.981;0.722;NoValue;-0.07457;-0.99722;NoValue;NoValue;NoValue;NoValue
8.324;12.214;6.001;0.646;NoValue;-0.07626;-0.99709;NoValue;NoValue;NoValue;NoValue
8.300;11.975;6.022;0.574;NoValue;-0.07846;-0.99692;NoValue;NoValue;NoValue;NoValue
8.276;11.735;6.045;0.508;NoValue;-0.08119;-0.99670;8.31063;11.76512;-0.10453;-0.99452
8.250;11.495;6.067;0.448;NoValue;-0.08444;-0.99643;NoValue;NoValue;NoValue;NoValue
8.223;11.254;6.087;0.394;NoValue;-0.08821;-0.99610;NoValue;NoValue;NoValue;NoValue
8.195;11.012;6.106;0.345;NoValue;-0.09195;-0.99576;NoValue;NoValue;NoValue;NoValue
8.167;10.769;6.123;0.301;NoValue;-0.09566;-0.99541;NoValue;NoValue;NoValue;NoValue
8.137;10.525;6.137;0.263;NoValue;-0.09934;-0.99505;NoValue;NoValue;NoValue;NoValue
8.106;10.281;6.149;0.220;NoValue;-0.10299;-0.99468;NoValue;NoValue;NoValue;NoValue
8.075;10.035;6.159;0.171;NoValue;-0.10661;-0.99430;NoValue;NoValue;NoValue;NoValue
8.042;9.789;6.166;0.117;NoValue;-0.11199;-0.99371;NoValue;NoValue;NoValue;NoValue
8.009;9.542;6.171;0.064;NoValue;-0.11554;-0.99330;NoValue;NoValue;NoValue;NoValue
7.975;9.295;6.173;0.011;NoValue;-0.11906;-0.99289;NoValue;NoValue;NoValue;NoValue
7.942;9.048;6.173;-0.040;NoValue;-0.12256;-0.99246;NoValue;NoValue;NoValue;NoValue
7.908;8.801;6.171;-0.085;NoValue;-0.12602;-0.99203;NoValue;NoValue;NoValue;NoValue
7.874;8.555;6.166;-0.126;NoValue;-0.12889;-0.99166;NoValue;NoValue;NoValue;NoValue
7.838;8.310;6.159;-0.160;NoValue;-0.13117;-0.99136;NoValue;NoValue;NoValue;NoValue
7.801;8.065;6.150;-0.191;NoValue;-0.13287;-0.99113;NoValue;NoValue;NoValue;NoValue
7.764;7.822;6.139;-0.218;NoValue;-0.13474;-0.99088;NoValue;NoValue;NoValue;NoValue
7.725;7.579;6.125;-0.241;NoValue;-0.13679;-0.99060;NoValue;NoValue;NoValue;NoValue
7.686;7.337;6.110;-0.260;NoValue;-0.13902;-0.99029;NoValue;NoValue;NoValue;NoValue
7.645;7.097;6.095;-0.275;NoValue;-0.14201;-0.98987;NoValue;NoValue;NoValue;NoValue
7.603;6.856;6.080;-0.286;NoValue;-0.14575;-0.98932;7.63982;6.82539;-0.20791;-0.97815
7.561;6.617;6.065;-0.292;NoValue;-0.15027;-0.98865;NoValue;NoValue;NoValue;NoValue
7.517;6.379;6.052;-0.295;NoValue;-0.15480;-0.98795;NoValue;NoValue;NoValue;NoValue
7.470;6.142;6.040;-0.295;NoValue;-0.15708;-0.98759;NoValue;NoValue;NoValue;NoValue
7.421;5.906;6.029;-0.292;NoValue;-0.16165;-0.98685;NoValue;NoValue;NoValue;NoValue
7.368;5.671;6.018;-0.287;NoValue;-0.16625;-0.98608;NoValue;NoValue;NoValue;NoValue
7.313;5.438;6.007;-0.282;NoValue;-0.17201;-0.98509;NoValue;NoValue;NoValue;NoValue
7.254;5.206;5.996;-0.278;NoValue;-0.17896;-0.98386;NoValue;NoValue;NoValue;NoValue
7.193;4.975;5.986;-0.274;NoValue;-0.18709;-0.98234;NoValue;NoValue;NoValue;NoValue
7.128;4.745;5.977;-0.275;NoValue;-0.19640;-0.98052;NoValue;NoValue;NoValue;NoValue
7.062;4.516;5.968;-0.280;NoValue;-0.20691;-0.97836;7.13243;4.50214;-0.27564;-0.96126
6.994;4.287;5.959;-0.290;NoValue;-0.21860;-0.97582;NoValue;NoValue;NoValue;NoValue
6.923;4.058;5.950;-0.299;NoValue;-0.23146;-0.97284;NoValue;NoValue;NoValue;NoValue
6.851;3.831;5.940;-0.308;NoValue;-0.24365;-0.96986;NoValue;NoValue;NoValue;NoValue
6.775;3.605;5.930;-0.316;NoValue;-0.25515;-0.96690;NoValue;NoValue;NoValue;NoValue
6.698;3.380;5.919;-0.325;NoValue;-0.26595;-0.96399;NoValue;NoValue;NoValue;NoValue
6.618;3.157;5.906;-0.332;NoValue;-0.27643;-0.96103;NoValue;NoValue;NoValue;NoValue
6.535;2.935;5.893;-0.339;NoValue;-0.28660;-0.95805;NoValue;NoValue;NoValue;NoValue
6.451;2.714;5.878;-0.345;NoValue;-0.29646;-0.95505;NoValue;NoValue;NoValue;NoValue
6.363;2.495;5.862;-0.349;NoValue;-0.30601;-0.95203;NoValue;NoValue;NoValue;NoValue
6.276;2.276;5.843;-0.350;NoValue;-0.31597;-0.94877;6.29230;2.24274;-0.37461;-0.92718
6.188;2.058;5.826;-0.347;NoValue;-0.32632;-0.94526;NoValue;NoValue;NoValue;NoValue
6.099;1.842;5.808;-0.340;NoValue;-0.33709;-0.94147;NoValue;NoValue;NoValue;NoValue
6.007;1.628;5.792;-0.328;NoValue;-0.34674;-0.93796;NoValue;NoValue;NoValue;NoValue
5.913;1.416;5.776;-0.311;NoValue;-0.35528;-0.93476;NoValue;NoValue;NoValue;NoValue
5.816;1.207;5.760;-0.290;NoValue;-0.36272;-0.93190;NoValue;NoValue;NoValue;NoValue
5.715;1.000;5.746;-0.264;NoValue;-0.37070;-0.92875;NoValue;NoValue;NoValue;NoValue
5.612;0.797;5.733;-0.232;NoValue;-0.37924;-0.92530;NoValue;NoValue;NoValue;NoValue
5.506;0.595;5.721;-0.196;NoValue;-0.38834;-0.92152;NoValue;NoValue;NoValue;NoValue
5.396;0.396;5.712;-0.158;NoValue;-0.39802;-0.91738;NoValue;NoValue;NoValue;NoValue
5.285;0.199;5.704;-0.120;NoValue;-0.40939;-0.91236;5.37412;0.14043;-0.50000;-0.86603
5.171;0.004;5.699;-0.081;NoValue;-0.42244;-0.90639;NoValue;NoValue;NoValue;NoValue
5.054;-0.190;5.696;-0.043;NoValue;-0.43717;-0.89938;NoValue;NoValue;NoValue;NoValue
4.933;-0.382;5.695;-0.007;NoValue;-0.45145;-0.89230;NoValue;NoValue;NoValue;NoValue
4.809;-0.571;5.696;0.028;NoValue;-0.46526;-0.88517;NoValue;NoValue;NoValue;NoValue
4.680;-0.758;5.699;0.063;NoValue;-0.47857;-0.87805;NoValue;NoValue;NoValue;NoValue
4.548;-0.942;5.704;0.098;NoValue;-0.49228;-0.87043;NoValue;NoValue;NoValue;NoValue
4.411;-1.125;5.710;0.132;NoValue;-0.50635;-0.86233;NoValue;NoValue;NoValue;NoValue
4.271;-1.304;5.718;0.165;NoValue;-0.52073;-0.85372;NoValue;NoValue;NoValue;NoValue
4.126;-1.482;5.727;0.198;NoValue;-0.53538;-0.84461;NoValue;NoValue;NoValue;NoValue
3.981;-1.659;5.737;0.230;NoValue;-0.55073;-0.83468;4.03426;-1.68432;-0.58779;-0.80902
3.833;-1.835;5.746;0.261;NoValue;-0.56672;-0.82391;NoValue;NoValue;NoValue;NoValue
3.684;-2.010;5.756;0.293;NoValue;-0.58328;-0.81227;NoValue;NoValue;NoValue;NoValue
3.532;-2.183;5.765;0.324;NoValue;-0.59806;-0.80145;NoValue;NoValue;NoValue;NoValue
3.377;-2.354;5.776;0.355;NoValue;-0.61112;-0.79154;NoValue;NoValue;NoValue;NoValue
3.219;-2.522;5.788;0.389;NoValue;-0.62250;-0.78262;NoValue;NoValue;NoValue;NoValue
3.058;-2.688;5.802;0.427;NoValue;-0.63338;-0.77384;NoValue;NoValue;NoValue;NoValue
2.894;-2.852;5.817;0.468;NoValue;-0.64376;-0.76522;NoValue;NoValue;NoValue;NoValue
2.726;-3.013;5.833;0.514;NoValue;-0.65368;-0.75677;NoValue;NoValue;NoValue;NoValue
2.556;-3.172;5.852;0.566;NoValue;-0.66315;-0.74849;NoValue;NoValue;NoValue;NoValue
2.384;-3.329;5.873;0.626;NoValue;-0.67353;-0.73916;2.44071;-3.38849;-0.69466;-0.71934
2.210;-3.484;5.895;0.693;NoValue;-0.68478;-0.72875;NoValue;NoValue;NoValue;NoValue
2.035;-3.638;5.919;0.758;NoValue;-0.69684;-0.71723;NoValue;NoValue;NoValue;NoValue
1.856;-3.790;5.945;0.823;NoValue;-0.70799;-0.70623;NoValue;NoValue;NoValue;NoValue
1.673;-3.938;5.975;0.885;NoValue;-0.71826;-0.69578;NoValue;NoValue;NoValue;NoValue
1.486;-4.084;6.008;0.933;NoValue;-0.72769;-0.68591;NoValue;NoValue;NoValue;NoValue
1.294;-4.228;6.045;0.983;NoValue;-0.73728;-0.67558;NoValue;NoValue;NoValue;NoValue
1.099;-4.369;6.086;1.039;NoValue;-0.74700;-0.66482;NoValue;NoValue;NoValue;NoValue
0.900;-4.507;6.131;1.103;NoValue;-0.75682;-0.65362;NoValue;NoValue;NoValue;NoValue
0.697;-4.643;6.181;1.162;NoValue;-0.76671;-0.64199;NoValue;NoValue;NoValue;NoValue
0.492;-4.777;6.236;1.215;NoValue;-0.77721;-0.62925;0.57797;-4.81148;-0.80902;-0.58779
0.284;-4.911;6.292;1.262;NoValue;-0.78822;-0.61540;NoValue;NoValue;NoValue;NoValue
0.074;-5.044;6.348;1.297;NoValue;-0.79965;-0.60047;NoValue;NoValue;NoValue;NoValue
-0.141;-5.174;6.404;1.321;NoValue;-0.80986;-0.58663;NoValue;NoValue;NoValue;NoValue
-0.361;-5.302;6.451;1.350;NoValue;-0.82372;-0.56699;NoValue;NoValue;NoValue;NoValue
-0.585;-5.428;6.502;1.364;NoValue;-0.83121;-0.55596;NoValue;NoValue;NoValue;NoValue
-0.815;-5.551;6.558;1.358;NoValue;-0.83858;-0.54478;NoValue;NoValue;NoValue;NoValue
-1.050;-5.672;6.623;1.346;NoValue;-0.84580;-0.53350;NoValue;NoValue;NoValue;NoValue
-1.289;-5.791;6.685;1.379;NoValue;-0.85287;-0.52213;NoValue;NoValue;NoValue;NoValue
-1.534;-5.907;6.745;1.335;NoValue;-0.86051;-0.50944;NoValue;NoValue;NoValue;NoValue
-1.781;-6.021;6.803;1.253;NoValue;-0.86862;-0.49547;-1.69014;-6.07344;-0.89879;-0.43837
-2.030;-6.134;6.857;1.170;NoValue;-0.87711;-0.48029;NoValue;NoValue;NoValue;NoValue
-2.282;-6.246;6.906;1.101;NoValue;-0.88514;-0.46532;NoValue;NoValue;NoValue;NoValue
-2.527;-6.362;6.963;1.069;NoValue;-0.89218;-0.45167;NoValue;NoValue;NoValue;NoValue
-2.778;-6.474;7.013;0.989;NoValue;-0.89835;-0.43928;NoValue;NoValue;NoValue;NoValue
-3.038;-6.581;7.055;0.901;NoValue;-0.90373;-0.42811;NoValue;NoValue;NoValue;NoValue
-3.307;-6.683;7.097;0.815;NoValue;-0.90883;-0.41718;NoValue;NoValue;NoValue;NoValue
-3.577;-6.784;7.174;0.665;NoValue;-0.91243;-0.40924;NoValue;NoValue;NoValue;NoValue
-3.846;-6.886;7.200;0.515;NoValue;-0.91756;-0.39760;NoValue;NoValue;NoValue;NoValue
-4.115;-6.987;7.200;0.000;NoValue;-0.92192;-0.38739;NoValue;NoValue;NoValue;NoValue
-4.385;-7.089;7.200;0.000;NoValue;-0.92558;-0.37856;-4.38497;-7.08894;-0.93969;-0.34202

Type: car
Length, m: 4.40
Width, m: 1.57
Height, m: 1.36
Weight, kg: 1300
Frames: 850-920
X, m; Y, m; V, m/s; A, m/s2; J, m/s3; DirX; DirY; Xpxl, m; Ypxl, m; Dxpxl; Dypxl
11.624;12.820;8.366;0.000;NoValue;-0.09749;-0.99524;11.62388;12.81963;-0.13917;-0.99027
11.591;12.487;8.366;0.000;NoValue;-0.09749;-0.99524;NoValue;NoValue;NoValue;NoValue
11.559;12.154;8.366;0.000;NoValue;-0.09749;-0.99524;NoValue;NoValue;NoValue;NoValue
11.526;11.820;8.366;0.073;NoValue;-0.09749;-0.99524;NoValue;NoValue;NoValue;NoValue
11.493;11.487;8.366;0.175;NoValue;-0.09749;-0.99524;NoValue;NoValue;NoValue;NoValue
11.461;11.154;8.366;0.246;NoValue;-0.09749;-0.99524;NoValue;NoValue;NoValue;NoValue
11.428;10.821;8.370;0.318;NoValue;-0.09749;-0.99524;NoValue;NoValue;NoValue;NoValue
11.396;10.488;8.387;0.390;NoValue;-0.09749;-0.99524;NoValue;NoValue;NoValue;NoValue
11.363;10.155;8.411;0.464;NoValue;-0.09749;-0.99524;NoValue;NoValue;NoValue;NoValue
11.330;9.822;8.429;0.530;NoValue;-0.09749;-0.99524;NoValue;NoValue;NoValue;NoValue
11.298;9.489;8.450;0.601;NoValue;-0.09749;-0.99524;NoValue;NoValue;NoValue;NoValue
11.265;9.156;8.474;0.676;NoValue;-0.09749;-0.99524;NoValue;NoValue;NoValue;NoValue
11.232;8.823;8.501;0.747;NoValue;-0.09749;-0.99524;NoValue;NoValue;NoValue;NoValue
11.200;8.488;8.531;0.813;NoValue;-0.09749;-0.99524;NoValue;NoValue;NoValue;NoValue
11.167;8.151;8.564;0.869;NoValue;-0.09749;-0.99524;NoValue;NoValue;NoValue;NoValue
11.135;7.812;8.600;0.906;NoValue;-0.09735;-0.99525;NoValue;NoValue;NoValue;NoValue
11.102;7.470;8.639;0.930;NoValue;-0.09707;-0.99528;NoValue;NoValue;NoValue;NoValue
11.070;7.127;8.681;0.963;NoValue;-0.09665;-0.99532;NoValue;NoValue;NoValue;NoValue
11.037;6.782;8.727;0.991;NoValue;-0.09610;-0.99537;NoValue;NoValue;NoValue;NoValue
11.005;6.434;8.775;1.013;NoValue;-0.09541;-0.99544;NoValue;NoValue;NoValue;NoValue
10.973;6.085;8.826;1.031;NoValue;-0.09474;-0.99550;10.97138;6.15863;-0.13917;-0.99027
10.940;5.733;8.874;1.043;NoValue;-0.09407;-0.99557;NoValue;NoValue;NoValue;NoValue
10.908;5.379;8.919;1.050;NoValue;-0.09341;-0.99563;NoValue;NoValue;NoValue;NoValue
10.876;5.024;8.961;1.051;NoValue;-0.09275;-0.99569;NoValue;NoValue;NoValue;NoValue
10.844;4.666;9.002;1.048;NoValue;-0.09211;-0.99575;NoValue;NoValue;NoValue;NoValue
10.812;4.306;9.043;1.039;NoValue;-0.09147;-0.99581;NoValue;NoValue;NoValue;NoValue
10.780;3.945;9.084;1.025;NoValue;-0.09084;-0.99587;NoValue;NoValue;NoValue;NoValue
10.747;3.581;9.124;1.006;NoValue;-0.09022;-0.99592;NoValue;NoValue;NoValue;NoValue
10.715;3.215;9.163;0.982;NoValue;-0.08960;-0.99598;NoValue;NoValue;NoValue;NoValue
10.683;2.847;9.202;0.965;NoValue;-0.08899;-0.99603;NoValue;NoValue;NoValue;NoValue
10.651;2.479;9.240;0.957;NoValue;-0.08839;-0.99609;NoValue;NoValue;NoValue;NoValue
10.619;2.111;9.278;0.957;NoValue;-0.08750;-0.99616;NoValue;NoValue;NoValue;NoValue
10.587;1.743;9.315;0.954;NoValue;-0.08706;-0.99620;NoValue;NoValue;NoValue;NoValue
10.556;1.373;9.352;0.948;NoValue;-0.08677;-0.99623;NoValue;NoValue;NoValue;NoValue
10.524;1.002;9.388;0.940;NoValue;-0.08662;-0.99624;NoValue;NoValue;NoValue;NoValue
10.493;0.629;9.424;0.927;NoValue;-0.08638;-0.99626;NoValue;NoValue;NoValue;NoValue
10.462;0.254;9.459;0.911;NoValue;-0.08589;-0.99630;NoValue;NoValue;NoValue;NoValue
10.431;-0.123;9.493;0.891;NoValue;-0.08516;-0.99637;NoValue;NoValue;NoValue;NoValue
10.400;-0.501;9.530;0.868;NoValue;-0.08420;-0.99645;NoValue;NoValue;NoValue;NoValue
10.370;-0.881;9.570;0.842;NoValue;-0.08325;-0.99653;NoValue;NoValue;NoValue;NoValue
10.339;-1.262;9.612;0.812;NoValue;-0.08231;-0.99661;10.33147;-1.20114;-0.10453;-0.99452
10.309;-1.646;9.651;0.778;NoValue;-0.08137;-0.99668;NoValue;NoValue;NoValue;NoValue
10.279;-2.031;9.688;0.742;NoValue;-0.08044;-0.99676;NoValue;NoValue;NoValue;NoValue
10.250;-2.417;9.723;0.702;NoValue;-0.07952;-0.99683;NoValue;NoValue;NoValue;NoValue
10.220;-2.806;9.754;0.659;NoValue;-0.07861;-0.99691;NoValue;NoValue;NoValue;NoValue
10.191;-3.196;9.783;0.614;NoValue;-0.07771;-0.99698;NoValue;NoValue;NoValue;NoValue
10.162;-3.588;9.808;0.561;NoValue;-0.07681;-0.99705;NoValue;NoValue;NoValue;NoValue
10.133;-3.981;9.831;0.500;NoValue;-0.07593;-0.99711;NoValue;NoValue;NoValue;NoValue
10.105;-4.376;9.850;0.431;NoValue;-0.07505;-0.99718;NoValue;NoValue;NoValue;NoValue
10.077;-4.773;9.867;0.367;NoValue;-0.07417;-0.99725;NoValue;NoValue;NoValue;NoValue
10.048;-5.170;9.881;0.306;NoValue;-0.07331;-0.99731;NoValue;NoValue;NoValue;NoValue
10.020;-5.567;9.892;0.248;NoValue;-0.07245;-0.99737;NoValue;NoValue;NoValue;NoValue
9.992;-5.964;9.901;0.196;NoValue;-0.07181;-0.99742;NoValue;NoValue;NoValue;NoValue
9.960;-6.360;9.907;0.150;NoValue;-0.07139;-0.99745;NoValue;NoValue;NoValue;NoValue
9.925;-6.756;9.911;0.106;NoValue;-0.07118;-0.99746;NoValue;NoValue;NoValue;NoValue
9.887;-7.151;9.912;0.068;NoValue;-0.07327;-0.99731;NoValue;NoValue;NoValue;NoValue
9.845;-7.545;9.910;0.037;NoValue;-0.07746;-0.99700;NoValue;NoValue;NoValue;NoValue
9.800;-7.938;9.905;0.010;NoValue;-0.08376;-0.99649;NoValue;NoValue;NoValue;NoValue
9.752;-8.331;9.901;-0.014;NoValue;-0.09216;-0.99574;NoValue;NoValue;NoValue;NoValue
9.701;-8.724;9.896;-0.031;NoValue;-0.10057;-0.99493;NoValue;NoValue;NoValue;NoValue
9.646;-9.115;9.892;-0.043;NoValue;-0.10899;-0.99404;9.76506;-9.13892;-0.13917;-0.99027
9.588;-9.506;9.888;-0.052;NoValue;-0.11741;-0.99308;NoValue;NoValue;NoValue;NoValue
9.527;-9.897;9.884;-0.058;NoValue;-0.12583;-0.99205;NoValue;NoValue;NoValue;NoValue
9.474;-10.289;9.880;-0.063;NoValue;-0.13425;-0.99095;NoValue;NoValue;NoValue;NoValue
9.414;-10.679;9.877;-0.056;NoValue;-0.14268;-0.98977;NoValue;NoValue;NoValue;NoValue
9.343;-11.067;9.875;-0.046;NoValue;-0.14338;-0.98967;NoValue;NoValue;NoValue;NoValue
9.258;-11.453;9.874;-0.036;NoValue;-0.14673;-0.98918;NoValue;NoValue;NoValue;NoValue
9.174;-11.839;9.871;-0.021;NoValue;-0.15531;-0.98787;NoValue;NoValue;NoValue;NoValue
9.089;-12.225;9.872;-0.014;NoValue;-0.17003;-0.98544;NoValue;NoValue;NoValue;NoValue
9.005;-12.610;9.872;0.000;NoValue;-0.19031;-0.98172;NoValue;NoValue;NoValue;NoValue
8.920;-12.996;9.872;0.000;NoValue;-0.20580;-0.97859;8.92012;-12.99606;-0.24192;-0.97030

Type: car
Length, m: 5.00
Width, m: 1.70
Height, m: 1.80
Weight, kg: 1300
Frames: 1200-1320
X, m; Y, m; V, m/s; A, m/s2; J, m/s3; DirX; DirY; Xpxl, m; Ypxl, m; Dxpxl; Dypxl
-0.468;-12.648;6.780;0.000;NoValue;0.14484;0.98946;-0.46816;-12.64803;0.14960;0.98875
-0.429;-12.380;6.780;0.826;NoValue;0.14484;0.98946;NoValue;NoValue;NoValue;NoValue
-0.390;-12.111;6.780;1.252;NoValue;0.14484;0.98946;NoValue;NoValue;NoValue;NoValue
-0.350;-11.843;6.879;1.339;NoValue;0.14484;0.98946;NoValue;NoValue;NoValue;NoValue
-0.311;-11.575;6.970;1.391;NoValue;0.14484;0.98946;NoValue;NoValue;NoValue;NoValue
-0.272;-11.306;7.030;1.435;NoValue;0.14484;0.98946;NoValue;NoValue;NoValue;NoValue
-0.231;-11.029;7.091;1.469;NoValue;0.14484;0.98946;NoValue;NoValue;NoValue;NoValue
-0.188;-10.742;7.155;1.431;NoValue;0.14484;0.98946;NoValue;NoValue;NoValue;NoValue
-0.145;-10.451;7.220;1.376;NoValue;0.14505;0.98942;NoValue;NoValue;NoValue;NoValue
-0.102;-10.166;7.281;1.436;NoValue;0.14505;0.98942;NoValue;NoValue;NoValue;NoValue
-0.059;-9.878;7.346;1.492;NoValue;0.14544;0.98937;-0.07536;-9.96465;0.13917;0.99027
-0.016;-9.588;7.411;1.398;NoValue;0.14593;0.98929;NoValue;NoValue;NoValue;NoValue
0.028;-9.295;7.477;1.309;NoValue;0.14629;0.98924;NoValue;NoValue;NoValue;NoValue
0.071;-9.000;7.544;1.260;NoValue;0.14668;0.98918;NoValue;NoValue;NoValue;NoValue
0.115;-8.702;7.597;1.203;NoValue;0.14711;0.98912;NoValue;NoValue;NoValue;NoValue
0.158;-8.401;7.638;1.140;NoValue;0.14739;0.98908;NoValue;NoValue;NoValue;NoValue
0.202;-8.097;7.672;1.071;NoValue;0.14724;0.98910;NoValue;NoValue;NoValue;NoValue
0.245;-7.791;7.716;1.004;NoValue;0.14672;0.98918;NoValue;NoValue;NoValue;NoValue
0.288;-7.481;7.757;0.928;NoValue;0.14606;0.98928;NoValue;NoValue;NoValue;NoValue
0.332;-7.169;7.794;0.853;NoValue;0.14511;0.98942;NoValue;NoValue;NoValue;NoValue
0.374;-6.856;7.829;0.779;NoValue;0.14386;0.98960;0.39261;-6.87167;0.10453;0.99452
0.417;-6.542;7.860;0.706;NoValue;0.14234;0.98982;NoValue;NoValue;NoValue;NoValue
0.459;-6.229;7.887;0.655;NoValue;0.14084;0.99003;NoValue;NoValue;NoValue;NoValue
0.500;-5.915;7.910;0.623;NoValue;0.13776;0.99047;NoValue;NoValue;NoValue;NoValue
0.540;-5.600;7.930;0.604;NoValue;0.13616;0.99069;NoValue;NoValue;NoValue;NoValue
0.581;-5.285;7.948;0.573;NoValue;0.13450;0.99091;NoValue;NoValue;NoValue;NoValue
0.620;-4.969;7.964;0.551;NoValue;0.13277;0.99115;NoValue;NoValue;NoValue;NoValue
0.659;-4.653;7.977;0.537;NoValue;0.13096;0.99139;NoValue;NoValue;NoValue;NoValue
0.698;-4.336;7.991;0.531;NoValue;0.12914;0.99163;NoValue;NoValue;NoValue;NoValue
0.736;-4.019;8.007;0.536;NoValue;0.12730;0.99186;NoValue;NoValue;NoValue;NoValue
0.774;-3.702;8.024;0.551;NoValue;0.12544;0.99210;0.77502;-3.70346;0.06976;0.99756
0.812;-3.385;8.043;0.577;NoValue;0.12359;0.99233;NoValue;NoValue;NoValue;NoValue
0.850;-3.067;8.062;0.606;NoValue;0.12203;0.99253;NoValue;NoValue;NoValue;NoValue
0.888;-2.749;8.082;0.638;NoValue;0.12076;0.99268;NoValue;NoValue;NoValue;NoValue
0.925;-2.429;8.105;0.674;NoValue;0.11978;0.99280;NoValue;NoValue;NoValue;NoValue
0.963;-2.108;8.131;0.736;NoValue;0.11903;0.99289;NoValue;NoValue;NoValue;NoValue
1.001;-1.786;8.159;0.822;NoValue;0.11851;0.99295;NoValue;NoValue;NoValue;NoValue
1.039;-1.462;8.190;0.929;NoValue;0.11822;0.99299;NoValue;NoValue;NoValue;NoValue
1.077;-1.138;8.224;1.059;NoValue;0.11788;0.99303;NoValue;NoValue;NoValue;NoValue
