2.257;-9.930;1.037;-0.057;0.99977;0.02148;20171223-090602.257;1434;941
2.297;-9.653;1.043;-0.057;0.99977;0.02148;20171223-090602.297;1421;924
2.337;-9.375;1.049;-0.057;0.99977;0.02148;20171223-090602.337;1408;907
2.377;-9.098;1.055;-0.057;0.99977;0.02148;20171223-090602.377;1395;890
2.417;-8.820;1.061;-0.056;0.99977;0.02148;20171223-090602.417;1382;873
2.457;-8.543;1.067;-0.056;0.99977;0.02148;20171223-090602.457;1369;857
2.497;-8.252;1.070;-0.056;0.99977;0.02148;20171223-090602.497;1356;840
2.537;-7.950;1.070;-0.056;0.99977;0.02148;20171223-090602.537;1341;822
2.577;-7.641;1.069;-0.055;0.99981;0.01961;20171223-090602.577;1327;804
2.617;-7.340;1.070;-0.055;0.99981;0.01961;20171223-090602.617;1313;787
2.657;-7.036;1.070;-0.054;0.99987;0.01616;20171223-090602.657;1298;769
2.697;-6.728;1.070;-0.054;0.99993;0.01180;20171223-090602.697;1284;752
2.737;-6.417;1.068;-0.054;0.99999;0.00535;20171223-090602.737;1269;735
2.777;-6.103;1.066;-0.053;1.00000;0.00165;20171223-090602.777;1254;717
2.817;-5.786;1.064;-0.053;1.00000;-0.00078;20171223-090602.817;1240;700
2.857;-5.465;1.060;-0.052;1.00000;-0.00219;20171223-090602.857;1225;683
2.897;-5.141;1.056;-0.051;1.00000;-0.00310;20171223-090602.897;1210;666
2.937;-4.813;1.051;-0.051;0.99999;-0.00540;20171223-090602.937;1195;649
2.977;-4.483;1.045;-0.050;0.99997;-0.00765;20171223-090602.977;1180;632
3.017;-4.149;1.039;-0.050;0.99995;-0.00985;20171223-090603.017;1165;615
3.057;-3.814;1.032;-0.049;0.99993;-0.01201;20171223-090603.057;1150;599
3.097;-3.480;1.026;-0.049;0.99990;-0.01412;20171223-090603.097;1135;583
3.137;-3.146;1.019;-0.048;0.99987;-0.01585;20171223-090603.137;1121;567
3.177;-2.808;1.013;-0.047;0.99985;-0.01721;20171223-090603.177;1107;552
3.217;-2.467;1.005;-0.047;0.99983;-0.01822;20171223-090603.217;1092;537
3.257;-2.122;0.997;-0.046;0.99982;-0.01911;20171223-090603.257;1078;522
3.297;-1.773;0.989;-0.045;0.99980;-0.01989;20171223-090603.297;1065;508
3.337;-1.420;0.979;-0.045;0.99979;-0.02056;20171223-090603.337;1051;494
3.377;-1.064;0.970;-0.044;0.99976;-0.02187;20171223-090603.377;1037;480
3.417;-0.704;0.960;-0.043;0.99973;-0.02315;20171223-090603.417;1024;466
3.457;-0.340;0.949;-0.042;0.99970;-0.02441;20171223-090603.457;1011;453
3.497;0.028;0.938;-0.041;0.99967;-0.02564;20171223-090603.497;998;441
3.537;0.399;0.926;-0.040;0.99964;-0.02684;20171223-090603.537;986;428
3.577;0.774;0.914;-0.039;0.99961;-0.02802;20171223-090603.577;974;416
3.617;1.153;0.901;-0.038;0.99957;-0.02918;20171223-090603.617;962;405
3.657;1.535;0.888;-0.037;0.99954;-0.03031;20171223-090603.657;950;393
3.697;1.921;0.874;-0.036;0.99951;-0.03142;20171223-090603.697;938;382
3.737;2.311;0.860;-0.035;0.99947;-0.03250;20171223-090603.737;927;372
3.777;2.705;0.845;-0.033;0.99944;-0.03357;20171223-090603.777;916;361
3.817;3.102;0.830;-0.032;0.99940;-0.03461;20171223-090603.817;906;351
3.857;3.499;0.815;-0.031;0.99936;-0.03564;20171223-090603.857;896;342
3.897;3.896;0.799;-0.030;0.99933;-0.03664;20171223-090603.897;886;333
3.937;4.294;0.784;-0.028;0.99930;-0.03743;20171223-090603.937;876;324
3.977;4.694;0.769;-0.027;0.99928;-0.03802;20171223-090603.977;867;315
4.017;5.096;0.754;-0.025;0.99926;-0.03840;20171223-090604.017;858;307
4.057;5.501;0.738;-0.024;0.99926;-0.03848;20171223-090604.057;850;299
4.097;5.908;0.723;-0.022;0.99927;-0.03825;20171223-090604.097;841;292
4.137;6.318;0.709;-0.021;0.99928;-0.03791;20171223-090604.137;833;284
4.177;6.730;0.694;-0.019;0.99930;-0.03746;20171223-090604.177;825;277
4.217;7.145;0.679;-0.018;0.99931;-0.03702;20171223-090604.217;818;270
4.257;7.562;0.664;-0.016;0.99933;-0.03658;20171223-090604.257;810;263
4.297;7.982;0.650;-0.014;0.99935;-0.03615;20171223-090604.297;803;257
4.337;8.404;0.635;-0.012;0.99936;-0.03572;20171223-090604.337;796;250
4.377;8.829;0.621;-0.010;0.99938;-0.03530;20171223-090604.377;789;244
4.417;9.256;0.607;-0.009;0.99939;-0.03488;20171223-090604.417;783;238
4.457;9.686;0.592;-0.007;0.99941;-0.03447;20171223-090604.457;777;232
4.497;10.118;0.578;-0.004;0.99942;-0.03407;20171223-090604.497;770;226
4.537;10.553;0.564;-0.002;0.99943;-0.03366;20171223-090604.537;764;221
4.577;10.991;0.550;0.000;0.99945;-0.03327;20171223-090604.577;759;216
4.617;11.430;0.536;0.002;0.99946;-0.03287;20171223-090604.617;753;210
4.657;11.870;0.522;0.004;0.99947;-0.03249;20171223-090604.657;747;205
4.697;12.310;0.509;0.006;0.99948;-0.03210;20171223-090604.697;742;201
4.737;12.750;0.495;0.008;0.99949;-0.03182;20171223-090604.737;737;196
4.777;13.192;0.481;0.011;0.99950;-0.03163;20171223-090604.777;732;191
4.817;13.635;0.466;0.013;0.99950;-0.03153;20171223-090604.817;727;187
4.857;14.081;0.452;0.015;0.99950;-0.03161;20171223-090604.857;722;183
4.897;14.528;0.437;0.017;0.99950;-0.03175;20171223-090604.897;718;178
