5.817;19.573;-7.653;0.032;-0.99996;0.00845;20171223-090605.817;440;218
5.857;19.236;-7.650;0.030;-0.99996;0.00845;20171223-090605.857;441;221
5.897;18.899;-7.647;0.028;-0.99996;0.00845;20171223-090605.897;441;224
5.937;18.562;-7.644;0.026;-0.99996;0.00845;20171223-090605.937;441;227
5.977;18.225;-7.641;0.024;-0.99996;0.00845;20171223-090605.977;441;231
6.017;17.888;-7.638;0.023;-0.99996;0.00845;20171223-090606.017;441;234
6.057;17.546;-7.637;0.021;-0.99996;0.00845;20171223-090606.057;441;238
6.097;17.198;-7.638;0.019;-0.99996;0.00845;20171223-090606.097;441;242
6.137;16.853;-7.638;0.017;-0.99997;0.00744;20171223-090606.137;441;246
6.177;16.507;-7.639;0.015;-0.99998;0.00554;20171223-090606.177;441;250
6.217;16.159;-7.640;0.013;-0.99999;0.00411;20171223-090606.217;441;254
6.257;15.809;-7.642;0.011;-1.00000;0.00240;20171223-090606.257;442;258
6.297;15.458;-7.644;0.009;-1.00000;0.00042;20171223-090606.297;442;263
6.337;15.105;-7.647;0.008;-1.00000;-0.00181;20171223-090606.337;442;267
6.377;14.749;-7.651;0.006;-0.99999;-0.00334;20171223-090606.377;442;272
6.417;14.389;-7.655;0.004;-0.99999;-0.00429;20171223-090606.417;442;277
6.457;14.027;-7.660;0.002;-0.99998;-0.00591;20171223-090606.457;442;282
6.497;13.661;-7.665;0.000;-0.99997;-0.00751;20171223-090606.497;442;287
6.537;13.293;-7.671;-0.002;-0.99995;-0.00985;20171223-090606.537;442;292
6.577;12.923;-7.676;-0.004;-0.99994;-0.01135;20171223-090606.577;442;298
6.617;12.551;-7.682;-0.006;-0.99992;-0.01282;20171223-090606.617;442;303
6.657;12.178;-7.688;-0.008;-0.99990;-0.01396;20171223-090606.657;442;309
6.697;11.803;-7.694;-0.009;-0.99989;-0.01477;20171223-090606.697;442;315
6.737;11.427;-7.699;-0.011;-0.99988;-0.01528;20171223-090606.737;442;321
6.777;11.046;-7.705;-0.013;-0.99988;-0.01548;20171223-090606.777;442;328
6.817;10.662;-7.710;-0.015;-0.99988;-0.01538;20171223-090606.817;442;335
6.857;10.274;-7.715;-0.017;-0.99989;-0.01512;20171223-090606.857;442;342
6.897;9.882;-7.719;-0.019;-0.99989;-0.01470;20171223-090606.897;442;349
6.937;9.486;-7.724;-0.021;-0.99990;-0.01413;20171223-090606.937;442;357
6.977;9.088;-7.728;-0.023;-0.99991;-0.01340;20171223-090606.977;443;365
7.017;8.687;-7.731;-0.025;-0.99992;-0.01254;20171223-090607.017;443;373
7.057;8.284;-7.735;-0.026;-0.99993;-0.01170;20171223-090607.057;443;381
7.097;7.878;-7.738;-0.028;-0.99994;-0.01090;20171223-090607.097;444;390
7.137;7.470;-7.741;-0.030;-0.99995;-0.01012;20171223-090607.137;444;400
7.177;7.059;-7.744;-0.032;-0.99996;-0.00937;20171223-090607.177;445;409
7.217;6.644;-7.748;-0.034;-0.99996;-0.00865;20171223-090607.217;445;419
7.257;6.225;-7.752;-0.036;-0.99997;-0.00823;20171223-090607.257;446;430
7.297;5.803;-7.756;-0.038;-0.99997;-0.00814;20171223-090607.297;447;441
7.337;5.377;-7.761;-0.039;-0.99996;-0.00844;20171223-090607.337;447;453
7.377;4.951;-7.767;-0.041;-0.99996;-0.00924;20171223-090607.377;448;465
7.417;4.523;-7.773;-0.043;-0.99995;-0.01003;20171223-090607.417;449;477
7.457;4.094;-7.779;-0.045;-0.99994;-0.01098;20171223-090607.457;450;491
7.497;3.664;-7.787;-0.047;-0.99993;-0.01209;20171223-090607.497;451;504
7.537;3.233;-7.795;-0.048;-0.99991;-0.01336;20171223-090607.537;452;519
7.577;2.799;-7.803;-0.050;-0.99989;-0.01481;20171223-090607.577;454;534
7.617;2.361;-7.813;-0.052;-0.99987;-0.01625;20171223-090607.617;455;550
7.657;1.921;-7.824;-0.053;-0.99984;-0.01783;20171223-090607.657;457;567
7.697;1.477;-7.836;-0.055;-0.99981;-0.01955;20171223-090607.697;458;584
7.737;1.031;-7.848;-0.056;-0.99977;-0.02140;20171223-090607.737;460;603
7.777;0.582;-7.861;-0.058;-0.99973;-0.02338;20171223-090607.777;463;622
7.817;0.132;-7.874;-0.059;-0.99968;-0.02533;20171223-090607.817;465;643
7.857;-0.321;-7.888;-0.061;-0.99964;-0.02691;20171223-090607.857;468;664
7.897;-0.775;-7.902;-0.062;-0.99960;-0.02813;20171223-090607.897;471;687
7.937;-1.232;-7.916;-0.063;-0.99958;-0.02901;20171223-090607.937;475;710
7.977;-1.685;-7.929;-0.064;-0.99956;-0.02955;20171223-090607.977;479;735
8.017;-2.145;-7.944;-0.065;-0.99955;-0.03008;20171223-090608.017;483;761
8.057;-2.611;-7.959;-0.066;-0.99954;-0.03027;20171223-090608.057;488;788
8.097;-3.077;-7.975;-0.067;-0.99953;-0.03074;20171223-090608.097;494;816
8.137;-3.544;-7.991;-0.068;-0.99950;-0.03152;20171223-090608.137;500;846
8.177;-4.010;-8.006;-0.069;-0.99948;-0.03216;20171223-090608.177;507;877
8.217;-4.476;-8.022;-0.070;-0.99946;-0.03299;20171223-090608.217;515;908
