29.617;8.839;19.358;0.022;-0.06392;-0.99795;20171223-090629.617;1361;147
29.657;8.830;19.211;0.022;-0.06392;-0.99795;20171223-090629.657;1358;147
29.697;8.821;19.065;0.021;-0.06392;-0.99795;20171223-090629.697;1355;147
29.737;8.811;18.918;0.021;-0.06392;-0.99795;20171223-090629.737;1353;148
29.777;8.802;18.771;0.021;-0.06392;-0.99795;20171223-090629.777;1350;148
29.817;8.792;18.625;0.021;-0.06392;-0.99795;20171223-090629.817;1347;148
29.857;8.783;18.478;0.021;-0.06392;-0.99795;20171223-090629.857;1345;149
29.897;8.774;18.332;0.021;-0.06392;-0.99795;20171223-090629.897;1342;149
29.937;8.764;18.185;0.020;-0.06392;-0.99795;20171223-090629.937;1339;149
29.977;8.755;18.038;0.020;-0.06392;-0.99795;20171223-090629.977;1336;150
30.017;8.745;17.892;0.020;-0.06392;-0.99795;20171223-090630.017;1334;150
30.057;8.736;17.745;0.020;-0.06392;-0.99795;20171223-090630.057;1331;151
30.097;8.727;17.598;0.020;-0.06392;-0.99795;20171223-090630.097;1328;151
30.137;8.717;17.446;0.019;-0.06392;-0.99795;20171223-090630.137;1325;151
30.177;8.706;17.290;0.019;-0.06392;-0.99795;20171223-090630.177;1322;152
30.217;8.696;17.128;0.019;-0.06392;-0.99795;20171223-090630.217;1319;152
30.257;8.685;16.961;0.019;-0.06392;-0.99795;20171223-090630.257;1315;153
30.297;8.673;16.789;0.018;-0.06400;-0.99795;20171223-090630.297;1312;153
30.337;8.661;16.612;0.018;-0.06415;-0.99794;20171223-090630.337;1308;153
30.377;8.648;16.429;0.018;-0.06442;-0.99792;20171223-090630.377;1304;154
30.417;8.635;16.242;0.018;-0.06474;-0.99790;20171223-090630.417;1301;155
30.457;8.622;16.050;0.017;-0.06513;-0.99788;20171223-090630.457;1297;155
30.497;8.608;15.852;0.017;-0.06558;-0.99785;20171223-090630.497;1292;156
30.537;8.594;15.650;0.017;-0.06629;-0.99780;20171223-090630.537;1288;156
30.577;8.579;15.442;0.016;-0.06689;-0.99776;20171223-090630.577;1284;157
30.617;8.564;15.229;0.016;-0.06782;-0.99770;20171223-090630.617;1279;158
30.657;8.548;15.012;0.016;-0.06840;-0.99766;20171223-090630.657;1274;158
30.697;8.532;14.789;0.015;-0.06895;-0.99762;20171223-090630.697;1269;159
30.737;8.515;14.561;0.015;-0.06996;-0.99755;20171223-090630.737;1264;160
30.777;8.498;14.328;0.015;-0.07042;-0.99752;20171223-090630.777;1259;161
30.817;8.481;14.095;0.014;-0.07086;-0.99749;20171223-090630.817;1254;161
30.857;8.464;13.862;0.014;-0.07128;-0.99746;20171223-090630.857;1248;162
30.897;8.447;13.629;0.013;-0.07188;-0.99741;20171223-090630.897;1243;163
